protein,chain,group,group1,group1,group1,group1,group1,group1,group_old,group3,group1,group6,group4,,protein2,#amino acids,#keys,#keys_with_freq,,percent_threshold,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1
2ZK6,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,401,2ZK6,274,659310,3391024,,100,95,90,85,80,75,70,65,60,55,50
2ZNO,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,410,2ZNO,266,640793,3101560,,100,95,90,85,80,75,70,65,60,55,50
2ZVT,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,413,2ZVT,274,634872,3391024,,100,95,90,85,80,75,70,65,60,55,50
3ADS,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,425,3ADS,262,631749,2963220,,100,95,90,85,80,75,70,65,60,55,50
3ADT,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,426,3ADT,259,628358,2862209,,100,95,90,85,80,75,70,65,60,55,50
3ADU,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,427,3ADU,259,629151,2862209,,100,95,90,85,80,75,70,65,60,55,50
3ADV,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,428,3ADV,262,631506,2963220,,100,95,90,85,80,75,70,65,60,55,50
3ADW,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,429,3ADW,274,657378,3391024,,100,95,90,85,80,75,70,65,60,55,50
3ADX,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,430,3ADX,274,659217,3391024,,100,95,90,85,80,75,70,65,60,55,50
3AN3,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,432,3AN3,263,634355,2997411,,100,95,90,85,80,75,70,65,60,55,50
3AN4,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,433,3AN4,262,624225,2963220,,100,95,90,85,80,75,70,65,60,55,50
3B0Q,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,441,3B0Q,262,633288,2963220,,100,95,90,85,80,75,70,65,60,55,50
3B0R,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,442,3B0R,262,633006,2963220,,100,95,90,85,80,75,70,65,60,55,50
3B1M,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,445,3B1M,260,616891,2895620,,100,95,90,85,80,75,70,65,60,55,50
3B3K,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,446,3B3K,270,647196,3244140,,100,95,90,85,80,75,70,65,60,55,50
3BC5,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,457,3BC5,263,637394,2997411,,100,95,90,85,80,75,70,65,60,55,50
3CDP,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,465,3CDP,270,647441,3244140,,100,95,90,85,80,75,70,65,60,55,50
3CDS,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,466,3CDS,270,645730,3244140,,100,95,90,85,80,75,70,65,60,55,50
3CS8,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,470,3CS8,269,650464,3208094,,100,95,90,85,80,75,70,65,60,55,50
3CWD,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,471,3CWD,257,603221,2796160,,100,95,90,85,80,75,70,65,60,55,50
3D6D,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,478,3D6D,270,648043,3244140,,100,95,90,85,80,75,70,65,60,55,50
3ET0,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,490,3ET0,259,593422,2862209,,100,95,90,85,80,75,70,65,60,55,50
3ET3,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,493,3ET3,260,612977,2895620,,100,95,90,85,80,75,70,65,60,55,50
3FEJ,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,497,3FEJ,258,607588,2829056,,100,95,90,85,80,75,70,65,60,55,50
3FUR,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,502,3FUR,256,608348,2763520,,100,95,90,85,80,75,70,65,60,55,50
3G9E,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,507,3G9E,258,606414,2829056,,100,95,90,85,80,75,70,65,60,55,50
3GBK,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,508,3GBK,271,639524,3280455,,100,95,90,85,80,75,70,65,60,55,50
3HO0,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,536,3HO0,270,649237,3244140,,100,95,90,85,80,75,70,65,60,55,50
3HOD,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,537,3HOD,270,649463,3244140,,100,95,90,85,80,75,70,65,60,55,50
3IA6,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,540,3IA6,254,601068,2699004,,100,95,90,85,80,75,70,65,60,55,50
3K8S,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,557,3K8S,262,616850,2963220,,100,95,90,85,80,75,70,65,60,55,50
3KMG,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,573,3KMG,259,601027,2862209,,100,95,90,85,80,75,70,65,60,55,50
3LMP,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,584,3LMP,264,621761,3031864,,100,95,90,85,80,75,70,65,60,55,50
3NOA,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,605,3NOA,271,638355,3280455,,100,95,90,85,80,75,70,65,60,55,50
3OSI,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,641,3OSI,260,621580,2895620,,100,95,90,85,80,75,70,65,60,55,50
3OSW,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,642,3OSW,261,623959,2929290,,100,95,90,85,80,75,70,65,60,55,50
3PBA,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,647,3PBA,262,629452,2963220,,100,95,90,85,80,75,70,65,60,55,50
3PO9,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,658,3PO9,261,625102,2929290,,100,95,90,85,80,75,70,65,60,55,50
3QT0,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,662,3QT0,267,623975,3136805,,100,95,90,85,80,75,70,65,60,55,50
3R5N,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,666,3R5N,256,598151,2763520,,100,95,90,85,80,75,70,65,60,55,50
3R8A,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,668,3R8A,251,593330,2604125,,100,95,90,85,80,75,70,65,60,55,50
3R8I,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,669,3R8I,270,649084,3244140,,100,95,90,85,80,75,70,65,60,55,50
3S9S,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,684,3S9S,258,605582,2829056,,100,95,90,85,80,75,70,65,60,55,50
3SZ1,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,689,3SZ1,258,605486,2829056,,100,95,90,85,80,75,70,65,60,55,50
3T03,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,690,3T03,265,616243,3066580,,100,95,90,85,80,75,70,65,60,55,50
3TY0,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,703,3TY0,277,671843,3504050,,100,95,90,85,80,75,70,65,60,55,50
3U9Q,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,705,3U9Q,257,600083,2796160,,100,95,90,85,80,75,70,65,60,55,50
3V9T,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,720,3V9T,258,609289,2829056,,100,95,90,85,80,75,70,65,60,55,50
3V9V,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,721,3V9V,258,606503,2829056,,100,95,90,85,80,75,70,65,60,55,50
3V9Y,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,722,3V9Y,261,610275,2929290,,100,95,90,85,80,75,70,65,60,55,50
3VJH,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,727,3VJH,261,631578,2929290,,100,95,90,85,80,75,70,65,60,55,50
3VJI,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,728,3VJI,262,633537,2963220,,100,95,90,85,80,75,70,65,60,55,50
3VN2,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,731,3VN2,261,617703,2929290,,100,95,90,85,80,75,70,65,60,55,50
3VSO,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,736,3VSO,263,627402,2997411,,100,95,90,85,80,75,70,65,60,55,50
3VSP,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,737,3VSP,265,636587,3066580,,100,95,90,85,80,75,70,65,60,55,50
3WJ4,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,764,3WJ4,256,604113,2763520,,100,95,90,85,80,75,70,65,60,55,50
3WJ5,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,765,3WJ5,258,608008,2829056,,100,95,90,85,80,75,70,65,60,55,50
3WMH,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,766,3WMH,264,628773,3031864,,100,95,90,85,80,75,70,65,60,55,50
3X1H,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,772,3X1H,256,607550,2763520,,100,95,90,85,80,75,70,65,60,55,50
3X1I,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,773,3X1I,257,614254,2796160,,100,95,90,85,80,75,70,65,60,55,50
4A4V,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,784,4A4V,264,639390,3031864,,100,95,90,85,80,75,70,65,60,55,50
4A4W,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,785,4A4W,263,635640,2997411,,100,95,90,85,80,75,70,65,60,55,50
4CI5,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,796,4CI5,260,615085,2895620,,100,95,90,85,80,75,70,65,60,55,50
4E4K,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,805,4E4K,268,645274,3172316,,100,95,90,85,80,75,70,65,60,55,50
4E4Q,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,806,4E4Q,268,646342,3172316,,100,95,90,85,80,75,70,65,60,55,50
4EM9,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,807,4EM9,259,611351,2862209,,100,95,90,85,80,75,70,65,60,55,50
4EMA,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,808,4EMA,256,604919,2763520,,100,95,90,85,80,75,70,65,60,55,50
4F9M,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,820,4F9M,261,611370,2929290,,100,95,90,85,80,75,70,65,60,55,50
4FGY,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,822,4FGY,265,621848,3066580,,100,95,90,85,80,75,70,65,60,55,50
4HEE,X,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,842,4HEE,251,586588,2604125,,100,95,90,85,80,75,70,65,60,55,50
4JAZ,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,867,4JAZ,268,648259,3172316,,100,95,90,85,80,75,70,65,60,55,50
4JL4,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,876,4JL4,268,646199,3172316,,100,95,90,85,80,75,70,65,60,55,50
4L96,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,885,4L96,260,622817,2895620,,100,95,90,85,80,75,70,65,60,55,50
4L98,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,886,4L98,244,573471,2391444,,100,95,90,85,80,75,70,65,60,55,50
4O8F,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,931,4O8F,252,604469,2635500,,100,95,90,85,80,75,70,65,60,55,50
4OJ4,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,948,4OJ4,260,617472,2895620,,100,95,90,85,80,75,70,65,60,55,50
4PRG,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,967,4PRG,270,644181,3244140,,100,95,90,85,80,75,70,65,60,55,50
4PVU,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,968,4PVU,257,606883,2796160,,100,95,90,85,80,75,70,65,60,55,50
4PWL,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,969,4PWL,255,604977,2731135,,100,95,90,85,80,75,70,65,60,55,50
4R06,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,977,4R06,252,602295,2635500,,100,95,90,85,80,75,70,65,60,55,50
4R2U,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,978,4R2U,260,620546,2895620,,100,95,90,85,80,75,70,65,60,55,50
4R6S,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,979,4R6S,262,629434,2963220,,100,95,90,85,80,75,70,65,60,55,50
4XLD,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1012,4XLD,263,639385,2997411,,100,95,90,85,80,75,70,65,60,55,50
4XTA,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1014,4XTA,248,583673,2511496,,100,95,90,85,80,75,70,65,60,55,50
4XUH,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1015,4XUH,264,623407,3031864,,100,95,90,85,80,75,70,65,60,55,50
4XUM,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1016,4XUM,260,612428,2895620,,100,95,90,85,80,75,70,65,60,55,50
4Y29,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1019,4Y29,257,599250,2796160,,100,95,90,85,80,75,70,65,60,55,50
4YT1,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1024,4YT1,261,621147,2929290,,100,95,90,85,80,75,70,65,60,55,50
5AZV,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1055,5AZV,259,610154,2862209,,100,95,90,85,80,75,70,65,60,55,50
5DSH,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1100,5DSH,258,612152,2829056,,100,95,90,85,80,75,70,65,60,55,50
5DV3,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1106,5DV3,263,619026,2997411,,100,95,90,85,80,75,70,65,60,55,50
5DV6,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1107,5DV6,261,615206,2929290,,100,95,90,85,80,75,70,65,60,55,50
5DV8,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1108,5DV8,269,640471,3208094,,100,95,90,85,80,75,70,65,60,55,50
5DVC,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1109,5DVC,268,634722,3172316,,100,95,90,85,80,75,70,65,60,55,50
5DWL,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1116,5DWL,271,641833,3280455,,100,95,90,85,80,75,70,65,60,55,50
5F9B,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1151,5F9B,254,602683,2699004,,100,95,90,85,80,75,70,65,60,55,50
5GTN,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1172,5GTN,271,645056,3280455,,100,95,90,85,80,75,70,65,60,55,50
5GTO,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1173,5GTO,267,624897,3136805,,100,95,90,85,80,75,70,65,60,55,50
5GTP,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1174,5GTP,261,609445,2929290,,100,95,90,85,80,75,70,65,60,55,50
5HZC,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1183,5HZC,251,598338,2604125,,100,95,90,85,80,75,70,65,60,55,50
5TTO,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1369,5TTO,260,614156,2895620,,100,95,90,85,80,75,70,65,60,55,50
5TWO,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1372,5TWO,270,633198,3244140,,100,95,90,85,80,75,70,65,60,55,50
5U5L,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1392,5U5L,259,618385,2862209,,100,95,90,85,80,75,70,65,60,55,50
5UGM,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1401,5UGM,271,637384,3280455,,100,95,90,85,80,75,70,65,60,55,50
5WQX,A,PPAR_R,PPAR_R,PPAR,PPAR,PPAR,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,PPAR,Nonsteroid,PPAR,1428,5WQX,257,604190,2796160,,100,95,90,85,80,75,70,65,60,55,50
